City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
128,Illapel,CL,2021-07-18 23:05:42,-31.6308,-71.1653,58.32,44,0,1.12
129,Camacha,PT,2021-07-18 23:05:42,33.0833,-16.3333,66.96,77,40,5.75
130,Lahij,YE,2021-07-18 23:05:43,13.1667,44.5833,85.84,50,81,2.37
131,Chinameca,SV,2021-07-18 23:05:43,13.5,-88.35,84.25,55,55,0.58
132,Logan Lake,CA,2021-07-18 23:05:43,50.4998,-120.8025,79.39,23,99,11.45
133,San Quintin,MX,2021-07-18 23:05:44,30.4833,-115.95,76.01,70,1,12.73
134,Gat,IL,2021-07-18 23:05:27,31.61,34.7642,85.41,67,0,4.9
135,Georgetown,MY,2021-07-18 23:05:44,5.4112,100.3354,80.89,82,20,3.44
136,Mastic Beach,US,2021-07-18 23:05:45,40.7668,-72.8521,82.44,75,1,3.0
137,Karpathos,GR,2021-07-18 23:05:45,35.507,27.2132,75.9,83,1,4.03
138,Goya,AR,2021-07-18 23:01:00,-29.14,-59.2626,44.13,52,28,4.56
139,Katherine,AU,2021-07-18 23:05:46,-14.4667,132.2667,61.12,55,10,5.75
140,Lata,PT,2021-07-18 23:05:46,40.1629,-8.3327,63.91,90,36,4.85
141,Ahipara,NZ,2021-07-18 23:05:46,-35.1667,173.1667,58.42,84,56,11.27
142,Tabou,CI,2021-07-18 23:05:47,4.423,-7.3528,75.81,75,48,7.81
143,Yellowknife,CA,2021-07-18 23:05:47,62.456,-114.3525,67.32,34,19,3.0
144,Saint Anthony,US,2021-07-18 23:05:48,45.0205,-93.218,89.19,42,40,1.99
145,Keti Bandar,PK,2021-07-18 23:05:48,24.1447,67.4497,83.32,80,99,24.81
146,Hohhot,CN,2021-07-18 23:05:49,40.8106,111.6522,75.65,60,0,3.13
147,Batagay-Alyta,RU,2021-07-18 23:05:49,67.8006,130.4114,59.83,43,100,5.5
148,Praia,CV,2021-07-18 23:03:19,14.9215,-23.5087,77.54,78,75,9.22
149,Kalach-Na-Donu,RU,2021-07-18 23:05:49,48.691,43.5264,81.72,50,48,5.39
150,Jeremie,HT,2021-07-18 23:05:50,18.65,-74.1167,83.26,77,100,3.13
151,Port-Gentil,GA,2021-07-18 23:05:50,-0.7193,8.7815,74.71,80,2,10.22
152,Basco,PH,2021-07-18 23:05:50,20.4487,121.9702,84.24,73,100,4.59
153,Kilrush,IE,2021-07-18 23:05:51,52.6397,-9.4833,67.75,92,47,3.42
154,Buin,CL,2021-07-18 23:05:51,-33.7333,-70.75,63.05,23,0,5.08
155,Rye,US,2021-07-18 23:05:51,40.9807,-73.6837,82.33,65,75,5.99
156,Hami,CN,2021-07-18 23:05:52,42.8,93.45,74.41,39,19,6.17
157,Talnakh,RU,2021-07-18 23:05:52,69.4865,88.3972,49.84,73,100,4.7
158,Buala,SB,2021-07-18 23:05:53,-8.145,159.5921,83.7,75,91,11.23
159,Qaqortoq,GL,2021-07-18 23:05:53,60.7167,-46.0333,48.7,97,100,0.67
160,Guerrero Negro,MX,2021-07-18 23:05:53,27.9769,-114.0611,81.84,52,4,14.07
161,Pulivendla,IN,2021-07-18 23:05:54,14.4167,78.2333,77.0,77,98,15.84
162,Dawlatabad,AF,2021-07-18 23:05:54,36.4141,64.9053,79.09,19,0,5.28
163,Souillac,MU,2021-07-18 23:05:54,-20.5167,57.5167,68.5,65,2,10.51
164,Salina Cruz,MX,2021-07-18 23:05:55,16.1667,-95.2,90.25,54,12,22.15
165,Sagaing,MM,2021-07-18 23:01:04,21.8787,95.9797,80.78,83,75,4.61
166,Severnoye,RU,2021-07-18 23:05:55,56.3491,78.3619,49.87,94,12,4.14
167,Pacific Grove,US,2021-07-18 23:05:56,36.6177,-121.9166,95.02,81,1,1.99
168,Te Anau,NZ,2021-07-18 23:05:56,-45.4167,167.7167,42.28,89,65,0.56
169,Kattivakkam,IN,2021-07-18 23:05:57,13.2167,80.3167,82.49,74,93,13.78
170,Port Elizabeth,ZA,2021-07-18 23:02:55,-33.918,25.5701,61.43,31,0,10.18
171,Teya,RU,2021-07-18 23:05:57,60.3778,92.6267,56.79,98,100,3.56
172,Jishou,CN,2021-07-18 23:05:58,28.3167,109.7167,75.15,97,100,2.46
173,Los Llanos De Aridane,ES,2021-07-18 23:05:58,28.6585,-17.9182,67.75,88,0,16.11
174,Palmer,US,2021-07-18 23:05:58,42.1584,-72.3287,74.57,90,90,3.0
175,Araouane,ML,2021-07-18 23:05:59,18.9048,-3.5265,97.79,25,85,9.6
176,Bintulu,MY,2021-07-18 23:05:59,3.1667,113.0333,75.79,96,98,4.63
177,Fortuna,US,2021-07-18 23:05:59,40.5982,-124.1573,68.94,70,1,3.0
178,Saldanha,ZA,2021-07-18 23:06:00,-33.0117,17.9442,57.61,82,41,3.58
179,Nikolskoye,RU,2021-07-18 23:06:00,59.7035,30.7861,66.09,83,13,5.35
180,Lagoa,PT,2021-07-18 23:03:08,39.05,-27.9833,67.8,76,1,16.75
181,Palmerston,AU,2021-07-18 23:06:01,-12.486,130.9833,71.92,63,0,6.91
182,Gogrial,SS,2021-07-18 23:06:01,8.5332,28.1004,72.12,91,100,4.43
183,Salalah,OM,2021-07-18 23:06:02,17.0151,54.0924,77.09,94,90,4.61
184,Ekimchan,RU,2021-07-18 23:06:02,53.0667,132.9667,69.85,61,99,2.28
185,Aklavik,CA,2021-07-18 23:06:03,68.2191,-135.0107,55.26,81,100,5.64
186,Kruisfontein,ZA,2021-07-18 23:06:03,-34.0033,24.7314,58.69,24,0,10.6
187,Upernavik,GL,2021-07-18 23:06:04,72.7868,-56.1549,38.21,86,54,16.93
188,Caravelas,BR,2021-07-18 23:06:04,-17.7125,-39.2481,70.45,91,0,7.11
189,Bethel,US,2021-07-18 23:06:04,41.3712,-73.414,80.96,78,1,5.75
190,Kapaa,US,2021-07-18 23:06:05,22.0752,-159.319,84.18,77,75,5.99
191,Bubaque,GW,2021-07-18 23:06:05,11.2833,-15.8333,81.27,79,100,14.0
192,Nelson Bay,AU,2021-07-18 23:06:06,-32.7167,152.15,51.96,79,61,1.01
193,Razole,IN,2021-07-18 23:06:06,16.4833,81.8333,78.87,86,53,7.49
194,Christchurch,NZ,2021-07-18 23:06:07,-43.5333,172.6333,48.9,94,90,4.0
195,Olimpia,BR,2021-07-18 23:06:07,-20.7372,-48.9147,62.53,25,39,10.36
196,Utinga,BR,2021-07-18 23:06:08,-5.8172,-35.3954,77.85,83,75,4.61
197,Bannu,PK,2021-07-18 23:06:08,32.9854,70.6027,98.94,39,20,6.17
198,San Juan,AR,2021-07-18 23:06:09,-31.5375,-68.5364,50.88,26,30,7.49
199,Nacala,MZ,2021-07-18 23:06:09,-14.5428,40.6728,68.59,83,99,8.81
200,Tazovskiy,RU,2021-07-18 23:06:10,67.4667,78.7,42.6,75,5,2.53
201,Kodiak,US,2021-07-18 23:01:20,57.79,-152.4072,62.26,75,16,5.21
202,Hammerfest,NO,2021-07-18 23:06:10,70.6634,23.6821,46.85,100,75,8.05
203,Zhigansk,RU,2021-07-18 23:04:48,66.7697,123.3711,56.8,59,100,16.67
204,Broken Hill,AU,2021-07-18 23:02:35,-31.95,141.4333,50.29,57,100,8.84
205,Puerto Maldonado,PE,2021-07-18 23:06:11,-12.6,-69.1833,71.94,66,91,8.12
206,Zlobin,HR,2021-07-18 23:06:11,45.2924,14.6541,70.16,67,40,6.91
207,Bima,ID,2021-07-18 23:06:12,-8.4667,118.7167,72.86,89,19,3.11
208,General Pico,AR,2021-07-18 23:06:12,-35.6566,-63.7568,42.57,43,0,2.89
209,Huarmey,PE,2021-07-18 23:06:13,-10.0681,-78.1522,65.39,79,15,9.46
210,Paonta Sahib,IN,2021-07-18 23:06:13,30.45,77.6167,78.85,87,100,0.72
211,Mount Isa,AU,2021-07-18 23:06:13,-20.7333,139.5,56.97,44,61,10.36
212,Timra,SE,2021-07-18 23:06:14,62.487,17.3257,54.68,69,7,6.91
213,Morant Bay,JM,2021-07-18 23:06:14,17.8815,-76.4093,83.62,80,96,10.09
214,Mahina,PF,2021-07-18 23:06:14,-17.5065,-149.489,74.97,83,75,11.5
215,Beroroha,MG,2021-07-18 23:06:15,-21.6667,45.1667,69.69,63,96,4.68
216,Kissamos,GR,2021-07-18 23:06:15,35.4939,23.6569,75.9,82,4,9.24
217,Korla,CN,2021-07-18 23:06:16,41.7597,86.1469,74.35,31,76,11.25
218,Esmeraldas,BR,2021-07-18 23:06:16,-19.7625,-44.3139,76.06,47,73,4.18
219,Dingle,PH,2021-07-18 23:06:16,10.9995,122.6711,79.61,87,91,9.69
220,Kahului,US,2021-07-18 23:06:17,20.8947,-156.47,84.22,76,40,21.85
221,Pouembout,NC,2021-07-18 23:06:17,-21.1333,164.9,74.34,68,85,7.05
222,Vestmannaeyjar,IS,2021-07-18 23:06:17,63.4427,-20.2734,50.63,87,27,12.28
223,Hovd,MN,2021-07-18 23:06:18,48.0056,91.6419,61.83,50,17,1.68
224,Norsup,VU,2021-07-18 23:06:18,-16.0667,167.3833,81.88,68,6,7.36
225,Seddon,AU,2021-07-18 23:06:18,-37.8068,144.8916,52.3,81,75,3.0
226,Taltal,CL,2021-07-18 23:06:19,-25.4,-70.4833,58.82,76,95,1.97
227,Hamburg,DE,2021-07-18 23:02:31,53.55,10.0,60.58,74,0,5.75
228,Port Hedland,AU,2021-07-18 23:06:19,-20.3167,118.5667,57.25,47,6,5.75
229,Oussouye,SN,2021-07-18 23:06:20,12.485,-16.5469,80.67,86,98,6.26
230,Launceston,AU,2021-07-18 23:06:20,-41.45,147.1667,48.15,95,90,8.05
231,Muroto,JP,2021-07-18 23:06:20,33.2833,134.15,78.98,87,60,12.33
232,Altay,CN,2021-07-18 23:05:15,47.8667,88.1167,60.13,44,6,5.28
233,Chuy,UY,2021-07-18 23:02:02,-33.6971,-53.4616,50.16,84,100,24.23
234,Fort Nelson,CA,2021-07-18 23:06:21,58.8053,-122.7002,63.79,52,93,3.18
235,Prince Rupert,CA,2021-07-18 23:06:21,54.3161,-130.3201,61.93,67,95,5.17
236,Pevek,RU,2021-07-18 23:02:24,69.7008,170.3133,38.08,91,100,7.14
237,Havre-Saint-Pierre,CA,2021-07-18 23:06:22,50.2334,-63.5986,61.32,79,82,10.71
238,Aketi,CD,2021-07-18 23:06:22,2.7388,23.7833,72.14,89,100,1.63
239,Tateyama,JP,2021-07-18 23:06:23,34.9833,139.8667,89.15,84,32,9.95
240,Silifke,TR,2021-07-18 23:06:23,36.3778,33.9344,82.02,64,0,1.66
241,Tiksi,RU,2021-07-18 23:06:24,71.6872,128.8694,44.67,71,100,4.81
242,Katsuura,JP,2021-07-18 23:06:24,35.1333,140.3,84.31,83,14,9.73
243,Banda Aceh,ID,2021-07-18 23:06:24,5.5577,95.3222,78.62,79,100,14.14
244,Krasnokamensk,RU,2021-07-18 23:06:25,50.0979,118.0369,61.57,97,100,3.51
245,Faya,SA,2021-07-18 23:06:25,18.3851,42.4509,68.52,36,76,6.96
246,Jalu,LY,2021-07-18 23:03:41,29.0331,21.5482,78.28,52,0,11.48
247,Anloga,GH,2021-07-18 23:06:25,5.7947,0.8973,76.78,85,81,13.78
248,Masyaf,SY,2021-07-18 23:06:26,35.0653,36.3406,75.38,40,0,5.88
249,Codrington,AU,2021-07-18 23:06:26,-38.2667,141.9667,47.57,95,100,10.96
250,Komsomolskiy,UZ,2021-07-18 23:06:27,40.4272,71.7189,72.32,68,97,4.61
251,Los Alamos,US,2021-07-18 23:06:27,35.8881,-106.307,77.56,63,1,5.01
252,Asfi,MA,2021-07-18 23:06:28,32.2994,-9.2372,71.85,69,0,17.72
253,Yantal,RU,2021-07-18 23:06:28,56.8471,105.2542,62.78,62,39,1.61
254,Rio Gallegos,AR,2021-07-18 23:05:12,-51.6226,-69.2181,44.65,65,0,11.5
255,Mirador,BR,2021-07-18 23:06:29,-6.3708,-44.3631,81.23,46,59,2.17
256,Hamilton,US,2021-07-18 23:06:29,39.1834,-84.5333,83.14,59,20,1.01
257,Ishige,JP,2021-07-18 23:06:29,36.1167,139.9667,88.29,70,19,2.66
258,Sibolga,ID,2021-07-18 23:06:30,1.7427,98.7792,74.53,82,71,3.11
259,Esperance,AU,2021-07-18 23:06:30,-33.8667,121.9,51.49,87,38,13.04
260,Antalya,TR,2021-07-18 23:06:31,36.7741,30.7178,83.01,89,20,2.3
261,Asyut,EG,2021-07-18 23:06:31,27.181,31.1837,89.35,18,43,8.93
262,Tigzirt,DZ,2021-07-18 23:06:32,36.8886,4.1198,73.76,68,0,3.44
263,Thompson,CA,2021-07-18 23:05:44,55.7435,-97.8558,50.16,93,90,6.91
264,Laguna,US,2021-07-18 23:06:32,38.421,-121.4238,107.31,22,1,5.01
265,Severo-Kurilsk,RU,2021-07-18 23:06:32,50.6789,156.125,53.04,91,78,13.2
266,College,US,2021-07-18 23:06:33,64.8569,-147.8028,70.12,60,75,6.91
267,Jalingo,NG,2021-07-18 23:06:33,8.8833,11.3667,73.31,94,100,5.23
268,Anadyr,RU,2021-07-18 23:06:34,64.75,177.4833,57.7,76,40,15.01
269,Verkh-Usugli,RU,2021-07-18 23:06:34,52.7,115.1667,67.1,60,86,3.49
270,Ayagoz,KZ,2021-07-18 23:06:34,47.9714,80.4392,65.25,28,29,5.5
271,Hasaki,JP,2021-07-18 23:06:35,35.7333,140.8333,81.28,83,7,9.44
272,Bambous Virieux,MU,2021-07-18 23:03:16,-20.3428,57.7575,69.71,59,3,11.16
273,Constitucion,CL,2021-07-18 23:06:35,-35.3333,-72.4167,51.98,67,0,7.81
274,Qasigiannguit,GL,2021-07-18 23:06:36,68.8193,-51.1922,53.85,88,100,3.83
275,Panguna,PG,2021-07-18 23:06:36,-6.3164,155.4848,76.26,81,100,3.56
276,Provideniya,RU,2021-07-18 23:06:36,64.3833,-173.3,48.31,87,90,8.95
277,Tonj,SS,2021-07-18 23:06:37,7.2737,28.6822,69.73,97,99,4.36
278,Muisne,EC,2021-07-18 23:06:37,0.6,-80.0333,76.17,82,70,6.64
279,Haradok,BY,2021-07-18 23:06:37,55.4624,29.9816,66.78,80,88,3.47
280,Hofn,IS,2021-07-18 23:03:11,64.2539,-15.2082,53.53,82,36,8.5
281,Kudahuvadhoo,MV,2021-07-18 23:06:38,2.6708,72.8944,81.73,77,31,9.13
282,Chabahar,IR,2021-07-18 23:06:38,25.2919,60.643,85.19,76,43,8.86
283,Tadine,NC,2021-07-18 23:06:39,-21.55,167.8833,72.55,71,86,11.59
284,Muros,ES,2021-07-18 23:06:39,42.7762,-9.0603,65.08,90,53,4.21
285,Kavaratti,IN,2021-07-18 23:06:39,10.5669,72.642,82.42,77,100,18.95
286,Bulgan,MN,2021-07-18 23:06:40,48.8125,103.5347,54.48,96,99,2.62
287,Merauke,ID,2021-07-18 23:06:40,-8.4667,140.3333,79.05,81,99,14.97
288,Novo Aripuana,BR,2021-07-18 23:06:41,-5.1206,-60.3797,81.64,52,51,1.23
289,Byron Bay,AU,2021-07-18 23:06:41,-28.65,153.6167,60.06,63,67,3.06
290,Brownsburg,US,2021-07-18 23:06:41,39.8434,-86.3978,82.15,57,20,6.91
291,Lamu,KE,2021-07-18 23:06:42,-2.2717,40.902,77.22,80,99,21.32
292,Bemidji,US,2021-07-18 23:06:42,47.4736,-94.8803,91.15,34,40,9.22
293,Deputatskiy,RU,2021-07-18 23:06:42,69.3,139.9,55.4,41,98,3.83
294,Comodoro Rivadavia,AR,2021-07-18 23:06:43,-45.8667,-67.5,58.86,18,0,23.02
