City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
492,Kisaran,ID,74.05,overcast clouds,2.9845,99.6158,Penginapan Batubara1
493,Sitka,US,57.09,broken clouds,57.0531,-135.33,Westmark Sitka
494,Leh,IN,54.19,few clouds,34.1667,77.5833,Hotel Ladakh Greens
496,Jalingo,NG,73.58,light rain,8.8833,11.3667,Debright Motel
500,Bambous Virieux,MU,68.25,light rain,-20.3428,57.7575,Casa Tia Villa
501,Sorland,NO,51.15,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
502,Sunyani,GH,69.13,scattered clouds,7.3399,-2.3268,Nass Lodge
503,Villa Carlos Paz,AR,60.39,clear sky,-31.4241,-64.4978,Monte Carlo
504,Zatoka,UA,67.28,broken clouds,46.0725,30.4654,"База отдыха ""Солнечная"""
505,Paungde,MM,76.17,heavy intensity rain,18.4833,95.5,Shwe Eain Matt highly cool guest house
510,Camacha,PT,67.53,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
511,Matagami,CA,69.91,clear sky,49.7502,-77.6328,Hôtel Matagami
514,Alofi,NU,78.69,broken clouds,-19.0595,-169.9187,Taloa Heights
515,Makakilo City,US,79.12,light rain,21.3469,-158.0858,Marriott's Ko Olina Beach Club
516,Sainte-Thecle,CA,66.25,broken clouds,46.8168,-72.4991,Camping Lac et Forêt
517,General Pico,AR,53.2,overcast clouds,-35.6566,-63.7568,Hotel Malargue
518,Severo-Kurilsk,RU,52.88,scattered clouds,50.6789,156.125,Kak Doma
519,Royan,FR,73.44,broken clouds,45.6285,-1.0281,Hôtel Cordouan Thalassothérapie et Spa - Royan
521,Mayma,RU,62.87,few clouds,52.0197,85.9114,Usadba Bereg Mechty
525,Puerto Ayacucho,VE,76.12,scattered clouds,5.6639,-67.6236,Posada Turistica Manapiare
526,Bowen,AU,61.02,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
529,Necochea,AR,49.03,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
530,Constitucion,CL,53.15,overcast clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
531,Richards Bay,ZA,58.96,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
533,Moron,AR,58.98,broken clouds,-34.6534,-58.6198,Hotel Morón
534,Cabedelo,BR,72.27,few clouds,-6.9811,-34.8339,Hotel Pigalle
535,Hashtrud,IR,72.84,clear sky,37.4779,47.0508,Mahan Hotel
538,Niteroi,BR,67.59,clear sky,-22.8833,-43.1036,Guesthouse
539,Valparaiso,CL,53.47,mist,-33.0393,-71.6273,Hotel Ultramar
542,Emerald,AU,52.34,clear sky,-23.5333,148.1667,The Irish Village
545,Anloga,GH,77.22,broken clouds,5.7947,0.8973,Pin Drop Hotel
546,Weligama,LK,78.89,overcast clouds,5.9667,80.4167,Weligama Bay Resort
548,Jaguariaiva,BR,50.94,clear sky,-24.2511,-49.7058,San Juan Jaguariaíva
549,Zlitan,LY,75.96,clear sky,32.4674,14.5687,القسم الداخلي للجامعة الأسمرية
550,Arcata,US,68.13,clear sky,40.8665,-124.0828,"Hampton Inn & Suites Arcata, CA"
551,Hovd,MN,72.28,broken clouds,48.0056,91.6419,Hotel Khovd
552,San Quintin,MX,74.35,broken clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
553,Muros,ES,64.99,scattered clouds,42.7762,-9.0603,Apartment Av. Castelao
554,Boysun,UZ,72.82,clear sky,38.2061,67.1986,Gaza Hotel
555,Isilkul,RU,64.33,scattered clouds,54.9109,71.2728,Perekrestok Mini-Hotel
556,Vila Velha,BR,66.15,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
557,Palu,ID,75.74,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
558,Alta Floresta,BR,76.42,clear sky,-9.8756,-56.0861,Floresta Amazonica Hotel
559,Mareeba,AU,73.33,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
560,Ribas Do Rio Pardo,BR,64.27,scattered clouds,-20.4431,-53.7592,Pousada Avenida
562,Zhezkazgan,KZ,68.41,clear sky,47.8043,67.7144,Hotel Zumrat
564,Wolfsburg,DE,65.32,broken clouds,52.4333,10.8,"The Ritz-Carlton, Wolfsburg"
565,Kuusankoski,FI,55.92,clear sky,60.907,26.6244,Hotel Sommelo
566,Narasannapeta,IN,78.15,overcast clouds,18.4167,84.05,G.lingaraju home
569,Oil City,US,71.29,clear sky,41.4339,-79.7064,Days Inn by Wyndham Oil City Conference Center
570,Haverfordwest,GB,69.35,broken clouds,51.8017,-4.9691,Coastal Cottages of Pembrokeshire
574,Bandarbeyla,SO,78.57,broken clouds,9.4942,50.8122,JABIR HOTEL
575,Myitkyina,MM,76.06,light rain,25.3833,97.4,Shwe Phyu Hotel
576,Roseburg,US,78.19,clear sky,43.2165,-123.3417,"Holiday Inn Express Roseburg, an IHG Hotel"
577,Mahanoro,MG,64.02,few clouds,-19.9,48.8,BUNGALOW MAHAMANINA
578,Dawei,MM,78.64,overcast clouds,14.0833,98.2,Hotel Dawei
579,Inowroclaw,PL,61.12,overcast clouds,52.7989,18.2639,Rezydencja Pod Tężnią & Spa
580,Berberati,CF,68.0,light rain,4.2612,15.7922,Prince Virgile ASSOMO-MOMORI
581,Makasar,ID,75.25,scattered clouds,-5.14,119.4221,Hotel Horison Ultima Makassar
582,Sjovegan,NO,50.23,overcast clouds,68.8726,17.8474,Sjøvegan cabin AS
583,Koumac,NC,74.52,scattered clouds,-20.5667,164.2833,Le Monitel
584,Yar-Sale,RU,55.15,overcast clouds,66.8333,70.8333,Yalemd
585,Sakhon Nakhon,TH,74.26,light rain,17.1612,104.1472,บริษัท สกลแกรนด์พาเลซ จำกัด
586,Iquique,CL,59.04,few clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
587,Magadan,RU,52.84,overcast clouds,59.5667,150.8,Magadan hotel
588,Krasnoselkup,RU,64.31,overcast clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
589,Sabaudia,IT,78.44,broken clouds,41.3003,13.0282,Oasi di Kufra
590,Krasnokamensk,RU,75.4,scattered clouds,50.0979,118.0369,Tsentral'naya
591,Goes,NL,67.05,clear sky,51.5042,3.8889,Hotel Terminus
592,San Cristobal,VE,65.1,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
593,Maraial,BR,68.77,broken clouds,-8.7825,-35.8089,Beco da paz
594,Gondar,ET,55.99,overcast clouds,12.6,37.4667,L Shape Hotel
597,Keflavik,IS,55.31,overcast clouds,64.0049,-22.5624,Hotel Keflavik
598,Santiago De Cao,PE,66.33,few clouds,-7.9589,-79.2392,Villa Konecta - Alojamiento Familiar
599,Anadyr,RU,57.7,clear sky,64.75,177.4833,"Гостиница ""Анадырь"""
600,Homer,US,58.08,light rain,59.6425,-151.5483,Beluga Lake Lodge
601,Springbok,ZA,41.23,broken clouds,-29.6643,17.8865,Undulata Country Lodge
603,Burayevo,RU,63.52,broken clouds,55.8407,55.4083,"Gostnitsa ""Tanyp"""
604,Pokhara,NP,73.51,overcast clouds,28.2333,83.9833,Butterfly Lodge
605,Mathathane,BW,56.43,clear sky,-22.2687,28.7495,Selepswe Resort
606,Manakara,MG,62.98,clear sky,-22.1333,48.0167,La Residence Manakara
607,Ende,ID,78.3,broken clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
608,Zheleznogorsk,RU,55.74,clear sky,52.331,35.3711,"Hotel ""Zheleznogorsk"""
609,Victor Harbor,AU,45.72,moderate rain,-35.5667,138.6167,McCracken Country Club
610,Brosteni,RO,55.76,broken clouds,47.2333,25.7,D' Magic
611,Atasu,KZ,64.51,clear sky,48.6814,71.6433,Dostyk
612,Skegness,GB,61.02,clear sky,53.1436,0.3363,The Royal Hotel
613,Abatskoye,RU,64.62,broken clouds,56.2875,70.4555,Gostinitsa Abatskaya
614,Boden,SE,57.2,overcast clouds,65.8252,21.6886,Quality Hotel Bodensia
616,Evanton,GB,60.55,broken clouds,57.6638,-4.34,Balconie House (Simonelli Apartments)
617,Inhambane,MZ,67.73,few clouds,-23.865,35.3833,Oceano
619,Arona,ES,66.83,few clouds,28.0996,-16.681,Paradise Court
620,Abalak,RU,61.21,broken clouds,58.1286,68.5944,Туристический комплекс Абалак
623,Biak,ID,74.91,overcast clouds,-0.9131,122.8766,Penginapan Kim
626,Sainte-Marie,RE,69.96,broken clouds,-20.8968,55.5496,Les pailles en queue de Sainte Marie
629,Lensk,RU,73.0,overcast clouds,60.7253,114.9278,ТинОрС
631,Bulawayo,ZW,51.17,clear sky,-20.15,28.5833,4 On Housman Backpackers
634,De-Kastri,RU,73.36,overcast clouds,51.4667,140.7833,Somon Hotel
635,Chatellerault,FR,68.72,broken clouds,46.8,0.5333,La Gourmandine
636,Macamic,CA,71.83,scattered clouds,48.7502,-78.9996,"Maison Tardif Enr. - Auberge à Macamic, QC"
638,Khilok,RU,59.31,light rain,51.3674,110.4676,"Gostevoy Dom ""Magnit"""
639,Impalutao,PH,74.32,overcast clouds,8.2578,125.0275,Ant Farm
640,Bambanglipuro,ID,75.11,broken clouds,-7.95,110.2833,Puri Brata
644,Logansport,US,79.05,clear sky,40.7545,-86.3567,"Holiday Inn Express & Suites Logansport, an IHG Hotel"
648,Gornopravdinsk,RU,62.76,overcast clouds,60.05,69.9,Burovik
652,Banyo,CM,65.3,moderate rain,6.75,11.8167,Motel JOMBA
653,Gorontalo,ID,79.99,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
657,General Roca,AR,50.4,overcast clouds,-39.0333,-67.5833,Hotel y Casino del Río General Roca
658,Galesong,ID,75.22,overcast clouds,-5.3166,119.3661,Sapriadi Appy
659,Formosa Do Rio Preto,BR,73.58,clear sky,-11.0483,-45.1931,Porto Center Hotel
662,Ranau,MY,72.25,broken clouds,5.9538,116.6641,The Second Room
668,Port Lincoln,AU,47.77,light rain,-34.7333,135.8667,Port Lincoln Hotel
670,Taiyuan,CN,71.46,clear sky,37.8694,112.5603,Jinjiang Inn
671,Acahay,PY,59.29,clear sky,-25.9167,-57.15,Club 30 de abril - Acahay
672,Boyolangu,ID,74.37,broken clouds,-8.1181,111.8935,Yos ega cv
675,Boguchany,RU,61.23,light rain,58.3814,97.4531,Uyut
676,Constantine,DZ,72.81,clear sky,36.365,6.6147,Grand Hotel Cirta
677,Colares,PT,64.44,clear sky,38.7992,-9.4469,Arribas Sintra Hotel
678,Crimmitschau,DE,63.61,few clouds,50.8167,12.3833,Hotel Schloss Schweinsburg
679,Portland,US,79.52,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
681,Osuna,ES,79.83,clear sky,37.2377,-5.1075,Hospedería del Monasterio
682,Tevaitoa,PF,78.89,scattered clouds,-16.7833,-151.5,Hôtel Raiatea Lodge
684,Ajmer,IN,79.61,broken clouds,26.45,74.6333,OYO 862 Hotel Embassy
685,Wuwei,CN,79.47,broken clouds,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
687,Plettenberg Bay,ZA,47.79,light rain,-34.0527,23.3716,Thanda Vista B&B
690,Tupik,RU,60.53,overcast clouds,54.4253,119.9327,Guest House Orkhideya
