City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Ullapool,GB,57.8987,-5.1604,60.76,92,12,2.33,few clouds
346,Mormugao,IN,15.4,73.8,77.45,85,100,17.83,moderate rain
347,Lodja,CD,-3.4833,23.4333,71.74,41,6,1.36,clear sky
348,Neepawa,CA,50.2289,-99.4664,81.0,55,95,13.76,overcast clouds
349,Pitimbu,BR,-7.4706,-34.8086,72.19,84,21,14.23,few clouds
350,Akashi,JP,34.6333,134.9833,86.72,65,100,5.17,overcast clouds
351,Zaterechnyy,RU,44.7931,45.2097,80.35,34,87,8.14,overcast clouds
352,Bintulu,MY,3.1667,113.0333,73.81,94,20,5.75,few clouds
353,Gat,IL,31.61,34.7642,77.68,76,2,4.7,clear sky
354,Kirakira,SB,-10.4544,161.9205,83.25,75,21,9.51,few clouds
355,Habiganj,BD,24.3833,91.4167,78.37,94,100,2.08,overcast clouds
356,Skjervoy,NO,70.0311,20.9714,48.11,85,100,19.64,overcast clouds
357,Kurchum,KZ,48.5722,83.6542,74.57,42,100,6.26,overcast clouds
358,Gravelbourg,CA,49.8834,-106.5512,84.47,26,19,5.99,few clouds
359,Along,IN,28.1667,94.7667,76.32,97,84,1.14,broken clouds
360,Poya,NC,-21.35,165.15,75.34,51,11,7.43,few clouds
361,Bolzano,IT,46.4927,11.3336,72.95,93,81,2.55,broken clouds
362,Lubyany,RU,56.0378,51.4,64.04,76,98,3.49,overcast clouds
363,Tougan,BF,13.0667,-3.0667,83.66,57,99,8.34,light rain
364,Howard Springs,AU,-12.497,131.047,72.88,74,56,4.74,broken clouds
365,Tobol,KZ,52.6844,62.5794,67.98,81,77,3.27,broken clouds
366,Nioro,GM,13.35,-15.75,80.44,81,94,7.11,overcast clouds
367,Ryde,GB,50.73,-1.1621,70.75,85,30,1.01,scattered clouds
368,Camargo,MX,27.6667,-105.1667,87.26,24,7,15.28,clear sky
369,Saint George,US,37.1041,-113.5841,102.79,22,1,16.11,clear sky
370,Harper,LR,4.375,-7.7169,76.3,81,33,5.28,scattered clouds
371,Churapcha,RU,62.0025,132.4325,69.3,63,86,13.69,overcast clouds
372,San Rafael,AR,-34.6177,-68.3301,56.03,29,98,4.99,overcast clouds
373,Saint-Pierre,RE,-21.3393,55.4781,69.48,71,0,9.22,light rain
374,San Nicolas,PH,18.1725,120.5953,78.71,94,90,5.75,overcast clouds
375,Ixtapa,MX,20.7,-105.2,88.23,79,97,3.0,overcast clouds
376,Paka,MY,4.6374,103.4368,75.13,100,40,0.0,scattered clouds
377,Igrim,RU,63.1906,64.4162,52.39,90,7,6.69,clear sky
378,Vigrestad,NO,58.5667,5.7,55.58,79,10,18.66,clear sky
379,Paso De Carrasco,UY,-34.8603,-56.0522,50.14,71,67,0.0,broken clouds
380,Batagay-Alyta,RU,67.8006,130.4114,59.85,58,22,2.44,few clouds
381,Ust-Ishim,RU,57.6935,71.1665,62.11,91,64,6.76,light rain
382,Tiarei,PF,-17.5333,-149.3333,84.22,76,29,14.52,scattered clouds
383,Kungurtug,RU,50.5994,97.5228,63.82,59,3,1.16,clear sky
384,Sibolga,ID,1.7427,98.7792,75.67,85,99,3.44,overcast clouds
385,Coquimbo,CL,-29.9533,-71.3436,49.73,87,20,5.75,few clouds
386,Ossora,RU,59.2353,163.0719,64.09,65,99,3.76,overcast clouds
387,Novyy Urengoy,RU,66.0833,76.6333,62.26,91,100,25.9,light rain
388,Marrakesh,MA,31.6315,-8.0083,86.07,35,40,4.61,scattered clouds
389,Victoria Point,AU,-27.5833,153.3,62.58,59,0,3.0,clear sky
390,Deputatskiy,RU,69.3,139.9,53.08,70,95,5.75,overcast clouds
391,Stykkisholmur,IS,65.0757,-22.7297,53.44,94,73,10.63,broken clouds
392,Zhigansk,RU,66.7697,123.3711,63.34,53,73,4.61,broken clouds
393,Bantry,IE,51.6833,-9.45,65.68,90,100,6.73,overcast clouds
394,Maldonado,UY,-34.6667,-54.9167,48.22,80,59,4.72,broken clouds
395,Tomatlan,MX,19.9333,-105.25,85.87,71,28,6.2,scattered clouds
396,Matane,CA,48.8286,-67.522,64.15,94,100,2.95,overcast clouds
397,Pallasovka,RU,50.05,46.8833,81.14,42,19,12.84,few clouds
398,Itabira,BR,-19.6192,-43.2269,57.7,77,4,0.4,clear sky
399,Mar Del Plata,AR,-38.0023,-57.5575,53.13,54,0,11.01,clear sky
400,Lugoba,TZ,-6.45,38.3333,66.18,96,18,1.36,few clouds
401,Poronaysk,RU,49.2167,143.1167,64.62,83,82,5.19,broken clouds
402,Broken Hill,AU,-31.95,141.4333,44.31,57,90,16.11,moderate rain
403,Sorgues,FR,44.0102,4.8738,73.31,56,0,2.3,clear sky
404,Carroll,US,39.5501,-77.0164,82.38,72,75,1.99,broken clouds
405,Dve Mogili,BG,43.6,25.8667,62.62,83,7,7.38,clear sky
406,Yumen,CN,40.2833,97.2,75.16,49,99,12.68,overcast clouds
407,Vardo,NO,70.3705,31.1107,44.62,88,100,20.92,light rain
408,Teguise,ES,29.0605,-13.564,66.42,78,20,14.97,few clouds
409,Puri,IN,19.8,85.85,84.38,79,100,11.14,overcast clouds
410,Bilibino,RU,68.0546,166.4372,62.49,31,93,1.52,overcast clouds
411,Paraiso,CR,9.8383,-83.8656,72.46,80,100,3.04,overcast clouds
412,Burns Lake,CA,54.2331,-125.7533,60.22,35,93,10.54,overcast clouds
413,Mount Isa,AU,-20.7333,139.5,64.17,32,42,9.22,scattered clouds
414,Bontang,ID,0.1333,117.5,77.05,85,100,7.96,overcast clouds
415,Farah,AF,32.5,62.5,81.01,18,0,9.31,clear sky
416,Alugan,PH,12.2188,125.4808,84.34,67,99,14.81,overcast clouds
417,Panguipulli,CL,-39.6333,-72.3333,49.71,96,100,2.17,overcast clouds
418,Buchanan,LR,5.8808,-10.0467,77.09,78,81,6.93,broken clouds
419,Valle De Allende,MX,26.9333,-105.4,79.27,39,66,16.82,broken clouds
420,Henties Bay,NA,-22.116,14.2845,53.92,85,0,8.7,clear sky
421,Broome,US,42.2506,-75.833,71.1,79,20,3.0,few clouds
422,Velasco Ibarra,EC,-1.05,-79.6167,80.73,66,15,3.36,few clouds
423,Jalu,LY,29.0331,21.5482,79.61,59,0,17.05,clear sky
424,Hualmay,PE,-11.0964,-77.6139,63.97,81,17,10.16,few clouds
425,Balyaga,RU,51.1507,108.921,59.74,97,100,1.59,light rain
426,Sangre Grande,TT,10.5835,-61.1177,82.36,87,83,9.13,broken clouds
427,Kinablangan,PH,7.6947,126.5503,83.71,61,64,1.95,broken clouds
428,Isiolo,KE,0.3546,37.5822,65.88,70,91,8.81,overcast clouds
429,Chinhoyi,ZW,-17.3667,30.2,55.04,54,0,2.28,clear sky
430,Kyren,RU,51.6828,102.1408,66.49,74,0,0.78,clear sky
431,Dzhebariki-Khaya,RU,62.2167,135.8,70.02,65,100,7.96,overcast clouds
432,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,73,40,15.12,scattered clouds
433,Guerrero Negro,MX,27.9769,-114.0611,74.21,72,100,18.99,overcast clouds
434,Shaowu,CN,27.3409,117.4831,82.29,66,59,1.32,broken clouds
435,Fairfield,US,41.2668,-73.3162,76.82,80,40,4.61,thunderstorm
436,Monroe,US,43.1501,-77.6831,73.78,51,20,9.22,few clouds
437,Santa Cruz Del Sur,CU,20.7147,-77.9956,82.45,78,0,7.05,light rain
438,Djibo,BF,14.1022,-1.6306,89.46,43,83,8.19,broken clouds
439,Vao,NC,-22.6667,167.4833,70.34,70,54,12.88,broken clouds
440,Raudeberg,NO,61.9875,5.1352,56.19,83,75,12.15,broken clouds
441,Sibiti,CG,-3.6819,13.3499,66.02,80,7,2.42,clear sky
442,Jamame,SO,0.0722,42.7506,74.73,85,79,12.3,broken clouds
443,Chake Chake,TZ,-5.2459,39.7666,73.51,86,13,8.28,light rain
444,Neiafu,TO,-18.65,-173.9833,81.28,69,40,5.75,scattered clouds
445,Makokou,GA,0.5738,12.8642,75.51,73,100,4.47,overcast clouds
446,Odweyne,SO,9.4092,45.064,72.88,53,42,22.19,scattered clouds
447,Den Helder,NL,52.9599,4.7593,64.94,84,75,5.99,broken clouds
448,Waipawa,NZ,-41.4122,175.5153,54.23,79,98,14.9,overcast clouds
449,Chicama,PE,-7.8447,-79.1469,64.94,80,19,6.91,few clouds
450,Sumbawanga,TZ,-7.9667,31.6167,55.06,51,4,3.2,clear sky
451,Trairi,BR,-3.2778,-39.2689,78.55,82,18,13.06,few clouds
452,Dingle,PH,10.9995,122.6711,81.07,79,100,13.71,overcast clouds
453,Tabory,RU,58.5198,64.5495,59.22,96,49,2.19,scattered clouds
454,Pensacola,US,30.4213,-87.2169,88.02,78,20,1.01,few clouds
455,Callaway,US,30.153,-85.5699,87.19,76,1,4.0,clear sky
456,Lyngseidet,NO,69.5763,20.2189,46.49,94,100,5.53,overcast clouds
457,Lumphat,KH,13.4878,106.9816,73.85,98,100,3.22,overcast clouds
458,Nara,JP,34.6851,135.8049,85.98,94,98,5.88,overcast clouds
459,Komatipoort,ZA,-25.4332,31.9548,56.64,87,0,2.84,clear sky
460,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.15,49,0,9.22,clear sky
461,Souillac,MU,-20.5167,57.5167,68.38,83,75,13.8,light rain
462,Noumea,NC,-22.2763,166.4572,76.98,99,3,11.3,clear sky
463,Uyuni,BO,-20.4597,-66.825,43.03,27,5,2.89,clear sky
464,Verkhnyaya Inta,RU,65.9811,60.3094,49.93,85,83,17.27,broken clouds
465,Portree,GB,57.4129,-6.1942,54.86,92,13,5.68,few clouds
466,Kosh-Agach,RU,50.0,88.6667,59.29,60,68,0.6,broken clouds
467,Buloh Kasap,MY,2.5536,102.764,76.91,89,100,2.86,overcast clouds
468,Kadipur,IN,26.1667,82.3833,80.82,88,100,9.1,overcast clouds
469,Togur,RU,58.3631,82.8265,62.69,78,16,4.03,few clouds
470,Sungairaya,ID,0.7,108.9,80.04,85,99,8.84,overcast clouds
471,Kysyl-Syr,RU,63.8986,122.7617,70.14,60,77,4.18,broken clouds
472,Huarmey,PE,-10.0681,-78.1522,64.81,82,26,8.99,scattered clouds
473,Palauig,PH,15.435,119.9045,80.91,88,100,12.64,moderate rain
474,Sept-Iles,CA,50.2001,-66.3821,65.25,64,90,1.99,overcast clouds
475,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.44,84,46,10.45,scattered clouds
476,Krasnyy Yar,RU,46.5331,48.3456,78.73,40,82,5.61,broken clouds
477,Ribeira Brava,PT,32.65,-17.0667,71.71,83,0,3.24,clear sky
478,Kampong Thum,KH,12.7111,104.8887,77.85,90,100,0.96,overcast clouds
479,Salinopolis,BR,-0.6136,-47.3561,78.39,87,35,11.45,scattered clouds
480,Cherskiy,RU,68.75,161.3,62.71,48,12,4.61,few clouds
481,Loandjili,CG,-4.7561,11.8578,71.42,85,19,7.4,few clouds
482,Benito Juarez,MX,19.385,-99.165,68.0,72,94,4.0,overcast clouds
483,North Bend,US,43.4065,-124.2243,74.25,71,1,26.46,clear sky
484,Cairo,EG,30.0626,31.2497,83.16,40,0,6.91,clear sky
485,Fairbanks,US,64.8378,-147.7164,77.02,43,75,1.01,broken clouds
486,Scottsbluff,US,41.8666,-103.6672,97.03,23,1,6.91,clear sky
487,Cururupu,BR,-1.8283,-44.8683,74.53,93,42,2.73,scattered clouds
488,Kannur,IN,11.8675,75.3576,78.89,85,100,16.98,overcast clouds
489,Zuwarah,LY,32.9312,12.082,75.58,72,0,2.73,clear sky
490,Brownwood,US,31.7093,-98.9912,88.92,44,46,11.52,scattered clouds
491,Dakar,SN,14.6937,-17.4441,82.53,78,0,11.5,clear sky
492,Kisaran,ID,2.9845,99.6158,74.05,95,100,2.48,overcast clouds
493,Sitka,US,57.0531,-135.33,57.09,77,75,4.61,broken clouds
494,Leh,IN,34.1667,77.5833,54.19,71,17,4.81,few clouds
495,Podor,MR,16.6527,-14.9587,84.15,61,0,4.61,clear sky
496,Jalingo,NG,8.8833,11.3667,73.58,93,65,4.0,light rain
497,Xinqing,CN,48.2333,129.5,83.07,61,30,5.12,scattered clouds
498,Tambongon,PH,10.9677,123.9244,82.81,71,100,13.47,overcast clouds
499,Ukiah,US,39.1502,-123.2078,99.01,25,1,5.75,clear sky
500,Bambous Virieux,MU,-20.3428,57.7575,68.25,83,75,13.8,light rain
501,Sorland,NO,67.667,12.6934,51.15,93,100,21.59,overcast clouds
502,Sunyani,GH,7.3399,-2.3268,69.13,97,39,4.43,scattered clouds
503,Villa Carlos Paz,AR,-31.4241,-64.4978,60.39,41,7,5.99,clear sky
504,Zatoka,UA,46.0725,30.4654,67.28,82,74,29.19,broken clouds
505,Paungde,MM,18.4833,95.5,76.17,96,100,10.49,heavy intensity rain
506,Payson,US,40.0444,-111.7321,93.4,42,75,20.71,broken clouds
507,Manta,EC,-0.95,-80.7333,80.38,74,20,13.8,few clouds
508,Lazaro Cardenas,MX,17.9583,-102.2,84.76,76,69,5.97,broken clouds
509,Englewood,US,39.6478,-104.9878,89.44,46,75,5.01,broken clouds
510,Camacha,PT,33.0833,-16.3333,67.53,83,40,9.22,scattered clouds
511,Matagami,CA,49.7502,-77.6328,69.91,43,1,11.5,clear sky
512,Lokosovo,RU,61.1333,74.8167,63.45,86,93,10.83,light rain
513,Priiskovyy,RU,51.9333,116.6333,68.94,94,100,6.29,overcast clouds
514,Alofi,NU,-19.0595,-169.9187,78.69,83,75,16.11,broken clouds
515,Makakilo City,US,21.3469,-158.0858,79.12,72,90,6.91,light rain
516,Sainte-Thecle,CA,46.8168,-72.4991,66.25,91,73,5.75,broken clouds
517,General Pico,AR,-35.6566,-63.7568,53.2,50,99,6.55,overcast clouds
518,Severo-Kurilsk,RU,50.6789,156.125,52.88,91,46,2.8,scattered clouds
519,Royan,FR,45.6285,-1.0281,73.44,70,82,10.07,broken clouds
520,Balud,PH,10.1476,123.6953,85.96,72,100,16.44,overcast clouds
521,Mayma,RU,52.0197,85.9114,62.87,94,24,2.42,few clouds
522,Bria,CF,6.5423,21.9863,69.85,89,100,0.76,overcast clouds
523,San Jose,US,37.3394,-121.895,95.09,47,1,3.0,clear sky
524,Hojo,JP,33.9766,132.7777,84.51,83,75,6.91,broken clouds
525,Puerto Ayacucho,VE,5.6639,-67.6236,76.12,90,44,3.89,scattered clouds
526,Bowen,AU,-20.0167,148.2333,61.02,53,10,10.16,clear sky
527,Cradock,ZA,-32.1642,25.6192,36.45,70,78,15.26,broken clouds
528,Tombouctou,ML,20.0,-3.0,96.64,28,58,15.88,broken clouds
529,Necochea,AR,-38.5473,-58.7368,49.03,72,100,10.16,overcast clouds
530,Constitucion,CL,-35.3333,-72.4167,53.15,88,100,2.93,overcast clouds
531,Richards Bay,ZA,-28.783,32.0377,58.96,84,69,2.64,broken clouds
532,Bantou,CN,26.2151,117.4893,81.97,66,91,1.21,overcast clouds
533,Moron,AR,-34.6534,-58.6198,58.98,63,67,5.01,broken clouds
534,Cabedelo,BR,-6.9811,-34.8339,72.27,85,14,14.81,few clouds
535,Hashtrud,IR,37.4779,47.0508,72.84,39,0,1.07,clear sky
536,Batticaloa,LK,7.7102,81.6924,81.68,65,100,12.84,overcast clouds
537,Rodos,GR,36.4408,28.2225,82.06,73,0,10.0,clear sky
538,Niteroi,BR,-22.8833,-43.1036,67.59,82,0,0.0,clear sky
539,Valparaiso,CL,-33.0393,-71.6273,53.47,87,90,4.61,mist
540,Bilma,NE,18.6853,12.9164,95.18,27,70,7.74,broken clouds
541,Ligayan,PH,4.6533,119.4706,83.91,78,91,18.86,overcast clouds
542,Emerald,AU,-23.5333,148.1667,52.34,43,0,10.36,clear sky
543,Amapa,BR,1.0,-52.0,72.59,98,66,2.08,broken clouds
544,Jiwani,PK,25.05,61.7417,86.18,85,19,9.91,few clouds
545,Anloga,GH,5.7947,0.8973,77.22,79,73,14.41,broken clouds
546,Weligama,LK,5.9667,80.4167,78.89,86,100,14.47,overcast clouds
547,Amanpur,IN,27.7167,78.75,80.96,84,99,5.17,overcast clouds
548,Jaguariaiva,BR,-24.2511,-49.7058,50.94,60,2,4.09,clear sky
549,Zlitan,LY,32.4674,14.5687,75.96,76,0,1.86,clear sky
550,Arcata,US,40.8665,-124.0828,68.13,70,1,4.0,clear sky
551,Hovd,MN,48.0056,91.6419,72.28,33,59,2.04,broken clouds
552,San Quintin,MX,30.4833,-115.95,74.35,73,74,12.68,broken clouds
553,Muros,ES,42.7762,-9.0603,64.99,85,36,5.61,scattered clouds
554,Boysun,UZ,38.2061,67.1986,72.82,31,3,10.04,clear sky
555,Isilkul,RU,54.9109,71.2728,64.33,64,45,9.04,scattered clouds
556,Vila Velha,BR,-20.3297,-40.2925,66.15,88,75,3.44,broken clouds
557,Palu,ID,-0.8917,119.8707,75.74,94,100,2.98,overcast clouds
558,Alta Floresta,BR,-9.8756,-56.0861,76.42,34,0,3.76,clear sky
559,Mareeba,AU,-17.0,145.4333,73.33,70,38,4.97,scattered clouds
560,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,64.27,20,30,5.32,scattered clouds
561,Junction City,US,39.0286,-96.8314,85.8,55,1,3.0,clear sky
562,Zhezkazgan,KZ,47.8043,67.7144,68.41,46,0,10.71,clear sky
563,Kijang,KR,35.2442,129.2139,83.93,81,100,12.15,overcast clouds
564,Wolfsburg,DE,52.4333,10.8,65.32,91,79,1.1,broken clouds
565,Kuusankoski,FI,60.907,26.6244,55.92,76,0,1.01,clear sky
566,Narasannapeta,IN,18.4167,84.05,78.15,88,100,9.33,overcast clouds
567,Otavi,NA,-19.65,17.3333,52.12,37,0,13.44,clear sky
568,Lahaina,US,20.8783,-156.6825,85.75,61,40,11.5,scattered clouds
569,Oil City,US,41.4339,-79.7064,71.29,58,1,1.01,clear sky
570,Haverfordwest,GB,51.8017,-4.9691,69.35,87,81,4.61,broken clouds
571,Ranong,TH,9.9658,98.6348,82.33,87,90,13.76,overcast clouds
572,Znamenskoye,RU,57.1281,73.8282,62.06,80,65,5.82,broken clouds
573,Walvis Bay,NA,-22.9575,14.5053,49.15,81,0,8.05,clear sky
574,Bandarbeyla,SO,9.4942,50.8122,78.57,74,51,23.17,broken clouds
575,Myitkyina,MM,25.3833,97.4,76.06,99,96,0.54,light rain
576,Roseburg,US,43.2165,-123.3417,78.19,36,1,6.91,clear sky
577,Mahanoro,MG,-19.9,48.8,64.02,91,11,5.48,few clouds
578,Dawei,MM,14.0833,98.2,78.64,88,97,12.62,overcast clouds
579,Inowroclaw,PL,52.7989,18.2639,61.12,74,91,6.46,overcast clouds
580,Berberati,CF,4.2612,15.7922,68.0,95,97,2.13,light rain
581,Makasar,ID,-5.14,119.4221,75.25,94,40,0.0,scattered clouds
582,Sjovegan,NO,68.8726,17.8474,50.23,98,100,9.24,overcast clouds
583,Koumac,NC,-20.5667,164.2833,74.52,54,26,7.29,scattered clouds
584,Yar-Sale,RU,66.8333,70.8333,55.15,87,85,9.06,overcast clouds
585,Sakhon Nakhon,TH,17.1612,104.1472,74.26,96,100,8.28,light rain
586,Iquique,CL,-20.2208,-70.1431,59.04,78,22,3.15,few clouds
587,Magadan,RU,59.5667,150.8,52.84,94,100,4.83,overcast clouds
588,Krasnoselkup,RU,65.7,82.4667,64.31,63,86,16.93,overcast clouds
589,Sabaudia,IT,41.3003,13.0282,78.44,95,53,1.99,broken clouds
590,Krasnokamensk,RU,50.0979,118.0369,75.4,78,36,8.79,scattered clouds
591,Goes,NL,51.5042,3.8889,67.05,92,1,7.18,clear sky
592,San Cristobal,VE,7.7669,-72.225,65.1,98,88,3.53,overcast clouds
593,Maraial,BR,-8.7825,-35.8089,68.77,95,60,5.12,broken clouds
594,Gondar,ET,12.6,37.4667,55.99,91,100,1.32,overcast clouds
595,Suzhou,CN,31.3114,120.6181,84.07,68,41,11.39,scattered clouds
596,Rio Rancho,US,35.2334,-106.6645,92.07,31,1,1.01,clear sky
597,Keflavik,IS,64.0049,-22.5624,55.31,100,90,11.5,overcast clouds
598,Santiago De Cao,PE,-7.9589,-79.2392,66.33,88,20,6.91,few clouds
599,Anadyr,RU,64.75,177.4833,57.7,62,0,8.95,clear sky
600,Homer,US,59.6425,-151.5483,58.08,90,90,5.75,light rain
601,Springbok,ZA,-29.6643,17.8865,41.23,82,57,7.14,broken clouds
602,Trincomalee,LK,8.5711,81.2335,81.43,77,99,22.44,overcast clouds
603,Burayevo,RU,55.8407,55.4083,63.52,75,84,1.19,broken clouds
604,Pokhara,NP,28.2333,83.9833,73.51,83,97,3.22,overcast clouds
605,Mathathane,BW,-22.2687,28.7495,56.43,29,0,11.83,clear sky
606,Manakara,MG,-22.1333,48.0167,62.98,90,1,3.6,clear sky
607,Ende,ID,-8.8432,121.6623,78.3,75,57,5.06,broken clouds
608,Zheleznogorsk,RU,52.331,35.3711,55.74,94,5,7.99,clear sky
609,Victor Harbor,AU,-35.5667,138.6167,45.72,88,100,16.4,moderate rain
610,Brosteni,RO,47.2333,25.7,55.76,96,81,3.71,broken clouds
611,Atasu,KZ,48.6814,71.6433,64.51,55,1,12.97,clear sky
612,Skegness,GB,53.1436,0.3363,61.02,89,0,5.82,clear sky
613,Abatskoye,RU,56.2875,70.4555,64.62,67,54,8.97,broken clouds
614,Boden,SE,65.8252,21.6886,57.2,64,100,14.16,overcast clouds
615,Venice,US,27.0998,-82.4543,89.17,77,1,6.91,clear sky
616,Evanton,GB,57.6638,-4.34,60.55,88,69,0.63,broken clouds
617,Inhambane,MZ,-23.865,35.3833,67.73,75,24,10.51,few clouds
618,Okhotsk,RU,59.3833,143.3,56.07,95,100,7.27,moderate rain
619,Arona,ES,28.0996,-16.681,66.83,74,20,6.91,few clouds
620,Abalak,RU,58.1286,68.5944,61.21,99,55,2.46,broken clouds
621,Houma,US,29.5958,-90.7195,91.4,68,20,8.05,few clouds
622,Bend,US,44.0582,-121.3153,82.0,28,1,5.99,clear sky
623,Biak,ID,-0.9131,122.8766,74.91,90,100,7.36,overcast clouds
624,Truth Or Consequences,US,33.1284,-107.2528,93.43,24,1,10.36,clear sky
625,Bud,US,39.447,-86.1758,80.69,70,65,5.28,broken clouds
626,Sainte-Marie,RE,-20.8968,55.5496,69.96,77,75,16.11,broken clouds
627,Zelenoborsk,RU,61.4669,64.0333,53.44,83,31,4.74,scattered clouds
628,Douglas,US,41.3,-96.167,85.14,59,1,5.01,clear sky
629,Lensk,RU,60.7253,114.9278,73.0,55,85,2.39,overcast clouds
630,Manuk Mangkaw,PH,4.8,119.85,83.73,78,90,20.29,overcast clouds
631,Bulawayo,ZW,-20.15,28.5833,51.17,30,0,4.0,clear sky
632,Balkanabat,TM,39.5108,54.3671,88.74,27,61,3.15,broken clouds
633,Russell,US,32.3502,-85.1999,81.79,86,90,0.0,overcast clouds
634,De-Kastri,RU,51.4667,140.7833,73.36,81,100,4.18,overcast clouds
635,Chatellerault,FR,46.8,0.5333,68.72,18,56,8.19,broken clouds
636,Macamic,CA,48.7502,-78.9996,71.83,65,43,9.51,scattered clouds
637,Cedro,BR,-6.6067,-39.0622,82.63,43,37,10.38,scattered clouds
638,Khilok,RU,51.3674,110.4676,59.31,99,100,3.36,light rain
639,Impalutao,PH,8.2578,125.0275,74.32,72,98,1.7,overcast clouds
640,Bambanglipuro,ID,-7.95,110.2833,75.11,87,70,3.67,broken clouds
641,Korla,CN,41.7597,86.1469,82.62,23,75,7.23,broken clouds
642,Lexington,US,37.9887,-84.4777,82.29,59,1,10.36,haze
643,Malangwa,NP,26.8568,85.5581,82.11,83,91,5.19,light rain
644,Logansport,US,40.7545,-86.3567,79.05,68,1,4.61,clear sky
645,Guacimo,CR,10.2104,-83.6807,86.58,96,93,0.83,overcast clouds
646,Shetpe,KZ,44.1667,52.1167,82.67,38,16,6.04,few clouds
647,Williamsburg,US,37.2707,-76.7075,89.74,72,1,4.61,clear sky
648,Gornopravdinsk,RU,60.05,69.9,62.76,99,86,4.85,overcast clouds
649,Tabas,IR,33.5959,56.9244,86.99,13,0,2.39,clear sky
650,Grants Pass,US,42.439,-123.3284,89.62,29,1,7.0,clear sky
651,Langxiang,CN,46.95,128.8833,82.31,67,28,1.21,scattered clouds
652,Banyo,CM,6.75,11.8167,65.3,98,100,3.56,moderate rain
653,Gorontalo,ID,0.5412,123.0595,79.99,84,98,3.47,overcast clouds
654,Agadez,NE,19.75,10.25,92.71,18,87,4.29,overcast clouds
655,Marzuq,YE,14.4,46.4667,73.81,67,28,5.99,scattered clouds
656,Arlit,NE,18.7369,7.3853,94.73,28,99,9.78,overcast clouds
657,General Roca,AR,-39.0333,-67.5833,50.4,39,100,4.7,overcast clouds
658,Galesong,ID,-5.3166,119.3661,75.22,83,100,3.24,overcast clouds
659,Formosa Do Rio Preto,BR,-11.0483,-45.1931,73.58,38,6,4.41,clear sky
660,Aliwal North,ZA,-30.6937,26.7114,33.76,64,10,14.63,clear sky
661,Kailua,US,21.4022,-157.7394,80.58,83,90,17.27,light rain
662,Ranau,MY,5.9538,116.6641,72.25,69,84,1.3,broken clouds
663,Pinar Del Rio,CU,22.4175,-83.6981,82.18,76,20,0.83,few clouds
664,Nizhniy Tsasuchey,RU,50.5167,115.1333,74.52,78,89,6.13,overcast clouds
665,Belle Fourche,US,44.6714,-103.8522,94.32,24,24,4.18,few clouds
666,Umarkot,PK,25.3616,69.7362,83.14,79,3,13.4,clear sky
667,Santarem,BR,-2.4431,-54.7083,80.73,89,0,6.91,clear sky
668,Port Lincoln,AU,-34.7333,135.8667,47.77,82,100,18.1,light rain
669,Aykhal,RU,66.0,111.5,63.07,75,33,9.75,scattered clouds
670,Taiyuan,CN,37.8694,112.5603,71.46,83,0,2.24,clear sky
671,Acahay,PY,-25.9167,-57.15,59.29,49,0,4.85,clear sky
672,Boyolangu,ID,-8.1181,111.8935,74.37,86,66,0.96,broken clouds
673,Dukat,RU,62.55,155.55,64.69,61,100,5.19,overcast clouds
674,Hirara,JP,24.8,125.2833,82.67,89,75,34.52,mist
675,Boguchany,RU,58.3814,97.4531,61.23,91,42,1.7,light rain
676,Constantine,DZ,36.365,6.6147,72.81,60,0,4.61,clear sky
677,Colares,PT,38.7992,-9.4469,64.44,80,4,7.0,clear sky
678,Crimmitschau,DE,50.8167,12.3833,63.61,86,17,3.94,few clouds
679,Portland,US,45.5234,-122.6762,79.52,41,75,1.01,broken clouds
680,Ahuimanu,US,21.4447,-157.8378,80.31,79,90,17.27,light rain
681,Osuna,ES,37.2377,-5.1075,79.83,30,0,2.01,clear sky
682,Tevaitoa,PF,-16.7833,-151.5,78.89,77,25,16.67,scattered clouds
683,Izhma,RU,65.0083,53.9113,46.89,78,72,6.06,broken clouds
684,Ajmer,IN,26.45,74.6333,79.61,79,73,17.63,broken clouds
685,Wuwei,CN,37.9281,102.6414,79.47,40,58,1.52,broken clouds
686,Mugur-Aksy,RU,50.35,90.5,59.07,63,45,2.82,scattered clouds
687,Plettenberg Bay,ZA,-34.0527,23.3716,47.79,74,100,24.05,light rain
688,Tessalit,ML,20.1986,1.0114,90.12,40,88,10.16,overcast clouds
689,Pinehurst,US,35.1954,-79.4695,88.48,65,1,3.44,clear sky
690,Tupik,RU,54.4253,119.9327,60.53,94,100,0.6,overcast clouds
691,Nguruka,TZ,-5.1092,31.0419,63.45,43,2,3.31,clear sky
692,Pacifica,US,37.6138,-122.4869,90.55,74,20,5.01,few clouds
693,Chhatak,BD,25.0333,91.6667,81.0,92,100,2.04,light rain
